,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,Total_Revenue,Total_Cost,Total_Profit
19785,Europe,Moldova ,Cosmetics,Online,M,01-04-2015,475290715,20-05-2015,7939,437.2,263.33,3470930.8,2090576.87,1380353.93
25644,Europe,Moldova ,Household,Online,C,01-04-2015,518978106,09-04-2015,6009,668.27,502.54,4015634.43,3019762.86,995871.57
28271,Europe,Moldova ,Clothes,Online,C,01-04-2015,431603324,09-05-2015,9870,109.28,35.84,1078593.6,353740.8,724852.8
32497,Europe,Moldova ,Cosmetics,Online,M,01-04-2015,475290715,20-05-2015,7939,437.2,263.33,3470930.8,2090576.87,1380353.93
2627,Europe,Monaco,Clothes,Online,L,01-04-2015,146847999,04-05-2015,4441,109.28,35.84,485312.48,159165.44,326147.04
3554,Europe,Monaco,Cereal,Offline,M,01-04-2015,562665498,20-04-2015,4079,205.7,117.11,839050.3,477691.69,361358.61
15903,Europe,Monaco,Cereal,Offline,M,01-04-2015,562665498,20-04-2015,4079,205.7,117.11,839050.3,477691.69,361358.61
29484,Europe,Monaco,Clothes,Online,L,01-04-2015,146847999,04-05-2015,4441,109.28,35.84,485312.48,159165.44,326147.04
30411,Europe,Monaco,Cereal,Offline,M,01-04-2015,562665498,20-04-2015,4079,205.7,117.11,839050.3,477691.69,361358.61
609,Europe,Montenegro,Household,Online,L,01-04-2015,234222781,04-04-2015,581,668.27,502.54,388264.87,291975.74,96289.13
5697,Europe,Montenegro,Cereal,Offline,H,01-04-2015,277910172,15-04-2015,8651,205.7,117.11,1779510.7,1013118.61,766392.09
9918,Europe,Montenegro,Fruits,Online,H,01-04-2015,190535390,14-05-2015,2511,9.33,6.92,23427.63,17376.12,6051.51
18046,Europe,Montenegro,Cereal,Offline,H,01-04-2015,277910172,15-04-2015,8651,205.7,117.11,1779510.7,1013118.61,766392.09
22606,Europe,Montenegro,Fruits,Online,H,01-04-2015,190535390,14-05-2015,2511,9.33,6.92,23427.63,17376.12,6051.51
27466,Europe,Montenegro,Household,Online,L,01-04-2015,234222781,04-04-2015,581,668.27,502.54,388264.87,291975.74,96289.13
30758,Europe,Montenegro,Cereal,Offline,H,01-04-2015,277910172,15-04-2015,8651,205.7,117.11,1779510.7,1013118.61,766392.09
35318,Europe,Montenegro,Fruits,Online,H,01-04-2015,190535390,14-05-2015,2511,9.33,6.92,23427.63,17376.12,6051.51
5285,Europe,Netherlands,Cosmetics,Offline,L,01-04-2015,893154847,10-04-2015,3222,437.2,263.33,1408658.4,848449.26,560209.14
8517,Europe,Netherlands,Household,Offline,H,01-04-2015,849467456,20-05-2015,5152,668.27,502.54,3442927.04,2589086.08,853840.96
11925,Europe,Netherlands,Snacks,Online,M,01-04-2015,762092673,29-04-2015,9012,152.58,97.44,1375050.96,878129.28,496921.68
12135,Europe,Netherlands,Fruits,Online,L,01-04-2015,805780065,09-05-2015,7082,9.33,6.92,66075.06,49007.44,17067.62
17634,Europe,Netherlands,Cosmetics,Offline,L,01-04-2015,893154847,10-04-2015,3222,437.2,263.33,1408658.4,848449.26,560209.14
21205,Europe,Netherlands,Household,Offline,H,01-04-2015,849467456,20-05-2015,5152,668.27,502.54,3442927.04,2589086.08,853840.96
23224,Europe,Netherlands,Fruits,Online,L,01-04-2015,805780065,09-05-2015,7082,9.33,6.92,66075.06,49007.44,17067.62
33917,Europe,Netherlands,Household,Offline,H,01-04-2015,849467456,20-05-2015,5152,668.27,502.54,3442927.04,2589086.08,853840.96
37325,Europe,Netherlands,Snacks,Online,M,01-04-2015,762092673,29-04-2015,9012,152.58,97.44,1375050.96,878129.28,496921.68
37535,Europe,Netherlands,Fruits,Online,L,01-04-2015,805780065,09-05-2015,7082,9.33,6.92,66075.06,49007.44,17067.62
6021,Europe,Norway,Fruits,Online,M,01-04-2015,521024739,04-05-2015,1654,9.33,6.92,15431.82,11445.68,3986.14
6215,Europe,Norway,Snacks,Online,C,01-04-2015,477337348,23-04-2015,3584,152.58,97.44,546846.72,349224.96,197621.76
15190,Europe,Norway,Clothes,Offline,C,01-04-2015,564712131,15-05-2015,9723,109.28,35.84,1062529.44,348472.32,714057.12
18370,Europe,Norway,Fruits,Online,M,01-04-2015,521024739,04-05-2015,1654,9.33,6.92,15431.82,11445.68,3986.14
18564,Europe,Norway,Snacks,Online,C,01-04-2015,477337348,23-04-2015,3584,152.58,97.44,546846.72,349224.96,197621.76
26279,Europe,Norway,Clothes,Offline,C,01-04-2015,564712131,15-05-2015,9723,109.28,35.84,1062529.44,348472.32,714057.12
31082,Europe,Norway,Fruits,Online,M,01-04-2015,521024739,04-05-2015,1654,9.33,6.92,15431.82,11445.68,3986.14
31276,Europe,Norway,Snacks,Online,C,01-04-2015,477337348,23-04-2015,3584,152.58,97.44,546846.72,349224.96,197621.76
8373,Europe,Poland,Snacks,Online,L,01-04-2015,192582023,18-04-2015,8155,152.58,97.44,1244289.9,794623.2,449666.7
10074,Europe,Poland,Cosmetics,Offline,M,01-04-2015,608399522,04-04-2015,7793,437.2,263.33,3407099.6,2052130.69,1354968.91
21061,Europe,Poland,Snacks,Online,L,01-04-2015,192582023,18-04-2015,8155,152.58,97.44,1244289.9,794623.2,449666.7
22762,Europe,Poland,Cosmetics,Offline,M,01-04-2015,608399522,04-04-2015,7793,437.2,263.33,3407099.6,2052130.69,1354968.91
33773,Europe,Poland,Snacks,Online,L,01-04-2015,192582023,18-04-2015,8155,152.58,97.44,1244289.9,794623.2,449666.7
35474,Europe,Poland,Cosmetics,Offline,M,01-04-2015,608399522,04-04-2015,7793,437.2,263.33,3407099.6,2052130.69,1354968.91
12195,Europe,Portugal,Clothes,Offline,L,01-04-2015,279956805,10-05-2015,4295,109.28,35.84,469357.6,153932.8,315424.8
12473,Europe,Portugal,Cosmetics,Offline,H,01-04-2015,323644196,20-05-2015,2365,437.2,263.33,1033978.0,622775.45,411202.55
14884,Europe,Portugal,Vegetables,Offline,H,01-04-2015,236269414,29-04-2015,6225,154.06,90.93,959023.5,566039.25,392984.25
23284,Europe,Portugal,Clothes,Offline,L,01-04-2015,279956805,10-05-2015,4295,109.28,35.84,469357.6,153932.8,315424.8
23562,Europe,Portugal,Cosmetics,Offline,H,01-04-2015,323644196,20-05-2015,2365,437.2,263.33,1033978.0,622775.45,411202.55
25973,Europe,Portugal,Vegetables,Offline,H,01-04-2015,236269414,29-04-2015,6225,154.06,90.93,959023.5,566039.25,392984.25
37595,Europe,Portugal,Clothes,Offline,L,01-04-2015,279956805,10-05-2015,4295,109.28,35.84,469357.6,153932.8,315424.8
37873,Europe,Portugal,Cosmetics,Offline,H,01-04-2015,323644196,20-05-2015,2365,437.2,263.33,1033978.0,622775.45,411202.55
4591,Europe,Romania,Fruits,Offline,C,01-04-2015,938888871,15-05-2015,6936,9.33,6.92,64712.88,47997.12,16715.76
7667,Europe,Romania,Clothes,Offline,M,01-04-2015,895201480,04-05-2015,8866,109.28,35.84,968876.48,317757.44,651119.04
11278,Europe,Romania,Beverages,Online,M,01-04-2015,807826697,13-04-2015,2726,47.45,31.79,129348.7,86659.54,42689.16
16940,Europe,Romania,Fruits,Offline,C,01-04-2015,938888871,15-05-2015,6936,9.33,6.92,64712.88,47997.12,16715.76
20355,Europe,Romania,Clothes,Offline,M,01-04-2015,895201480,04-05-2015,8866,109.28,35.84,968876.48,317757.44,651119.04
26460,Europe,Romania,Vegetables,Offline,C,01-04-2015,851514089,24-04-2015,796,154.06,90.93,122631.76,72380.28,50251.48
33067,Europe,Romania,Clothes,Offline,M,01-04-2015,895201480,04-05-2015,8866,109.28,35.84,968876.48,317757.44,651119.04
36678,Europe,Romania,Beverages,Online,M,01-04-2015,807826697,13-04-2015,2726,47.45,31.79,129348.7,86659.54,42689.16
6837,Europe,Russia,Beverages,Offline,H,01-04-2015,523071372,08-04-2015,7298,47.45,31.79,346290.1,232003.42,114286.68
9612,Europe,Russia,Snacks,Offline,H,01-04-2015,610446155,29-04-2015,3437,152.58,97.44,524417.46,334901.28,189516.18
15274,Europe,Russia,Vegetables,Offline,L,01-04-2015,566758763,18-04-2015,5368,154.06,90.93,826994.08,488112.24,338881.84
19186,Europe,Russia,Beverages,Offline,H,01-04-2015,523071372,08-04-2015,7298,47.45,31.79,346290.1,232003.42,114286.68
22300,Europe,Russia,Snacks,Offline,H,01-04-2015,610446155,29-04-2015,3437,152.58,97.44,524417.46,334901.28,189516.18
26363,Europe,Russia,Vegetables,Offline,L,01-04-2015,566758763,18-04-2015,5368,154.06,90.93,826994.08,488112.24,338881.84
31898,Europe,Russia,Beverages,Offline,H,01-04-2015,523071372,08-04-2015,7298,47.45,31.79,346290.1,232003.42,114286.68
35012,Europe,Russia,Snacks,Offline,H,01-04-2015,610446155,29-04-2015,3437,152.58,97.44,524417.46,334901.28,189516.18
2529,Europe,San Marino,Beverages,Offline,C,01-04-2015,238316047,03-04-2015,1869,47.45,31.79,88684.05,59415.51,29268.54
9630,Europe,San Marino,Fruits,Online,L,01-04-2015,654133546,10-05-2015,1507,9.33,6.92,14060.31,10428.44,3631.87
22318,Europe,San Marino,Fruits,Online,L,01-04-2015,654133546,10-05-2015,1507,9.33,6.92,14060.31,10428.44,3631.87
29386,Europe,San Marino,Beverages,Offline,C,01-04-2015,238316047,03-04-2015,1869,47.45,31.79,88684.05,59415.51,29268.54
35030,Europe,San Marino,Fruits,Online,L,01-04-2015,654133546,10-05-2015,1507,9.33,6.92,14060.31,10428.44,3631.87
4568,Europe,Serbia,Fruits,Online,H,01-04-2015,369378221,05-05-2015,6079,9.33,6.92,56717.07,42066.68,14650.39
6895,Europe,Serbia,Office Supplies,Offline,M,01-04-2015,282003438,13-04-2015,9939,651.21,524.96,6472376.19,5217577.44,1254798.75
9932,Europe,Serbia,Snacks,Offline,L,01-04-2015,325690829,24-04-2015,8009,152.58,97.44,1222013.22,780396.96,441616.26
16917,Europe,Serbia,Fruits,Online,H,01-04-2015,369378221,05-05-2015,6079,9.33,6.92,56717.07,42066.68,14650.39
19244,Europe,Serbia,Office Supplies,Offline,M,01-04-2015,282003438,13-04-2015,9939,651.21,524.96,6472376.19,5217577.44,1254798.75
22620,Europe,Serbia,Snacks,Offline,L,01-04-2015,325690829,24-04-2015,8009,152.58,97.44,1222013.22,780396.96,441616.26
31956,Europe,Serbia,Office Supplies,Offline,M,01-04-2015,282003438,13-04-2015,9939,651.21,524.96,6472376.19,5217577.44,1254798.75
35332,Europe,Serbia,Snacks,Offline,L,01-04-2015,325690829,24-04-2015,8009,152.58,97.44,1222013.22,780396.96,441616.26
994,Europe,Slovakia,Snacks,Online,M,01-04-2015,940935504,19-04-2015,2580,152.58,97.44,393656.4,251395.2,142261.2
6644,Europe,Slovakia,Beverages,Offline,M,01-04-2015,853560721,18-05-2015,6440,47.45,31.79,305578.0,204727.6,100850.4
12433,Europe,Slovakia,Vegetables,Online,C,01-04-2015,984622895,29-04-2015,650,154.06,90.93,100139.0,59104.5,41034.5
13306,Europe,Slovakia,Office Supplies,Offline,C,01-04-2015,897248113,08-04-2015,4510,651.21,524.96,2936957.1,2367569.6,569387.5
18993,Europe,Slovakia,Beverages,Offline,M,01-04-2015,853560721,18-05-2015,6440,47.45,31.79,305578.0,204727.6,100850.4
23522,Europe,Slovakia,Vegetables,Online,C,01-04-2015,984622895,29-04-2015,650,154.06,90.93,100139.0,59104.5,41034.5
24395,Europe,Slovakia,Office Supplies,Offline,C,01-04-2015,897248113,08-04-2015,4510,651.21,524.96,2936957.1,2367569.6,569387.5
27851,Europe,Slovakia,Snacks,Online,M,01-04-2015,940935504,19-04-2015,2580,152.58,97.44,393656.4,251395.2,142261.2
31705,Europe,Slovakia,Beverages,Offline,M,01-04-2015,853560721,18-05-2015,6440,47.45,31.79,305578.0,204727.6,100850.4
37833,Europe,Slovakia,Vegetables,Online,C,01-04-2015,984622895,29-04-2015,650,154.06,90.93,100139.0,59104.5,41034.5
6112,Europe,Slovenia,Snacks,Online,H,01-04-2015,656180179,14-04-2015,7151,152.58,97.44,1091099.58,696793.44,394306.14
10926,Europe,Slovenia,Baby Food,Offline,H,01-04-2015,568805396,13-05-2015,1012,255.28,159.42,258343.36,161333.04,97010.32
11505,Europe,Slovenia,Office Supplies,Offline,L,01-04-2015,612492787,03-04-2015,9082,651.21,524.96,5914289.22,4767686.72,1146602.5
18461,Europe,Slovenia,Snacks,Online,H,01-04-2015,656180179,14-04-2015,7151,152.58,97.44,1091099.58,696793.44,394306.14
31173,Europe,Slovenia,Snacks,Online,H,01-04-2015,656180179,14-04-2015,7151,152.58,97.44,1091099.58,696793.44,394306.14
36326,Europe,Slovenia,Baby Food,Offline,H,01-04-2015,568805396,13-05-2015,1012,255.28,159.42,258343.36,161333.04,97010.32
36905,Europe,Slovenia,Office Supplies,Offline,L,01-04-2015,612492787,03-04-2015,9082,651.21,524.96,5914289.22,4767686.72,1146602.5
7862,Europe,Spain,Baby Food,Offline,C,01-04-2015,284050071,08-05-2015,5583,255.28,159.42,1425228.24,890041.86,535186.38
9996,Europe,Spain,Vegetables,Online,L,01-04-2015,699867570,24-04-2015,5221,154.06,90.93,804347.26,474745.53,329601.73
20550,Europe,Spain,Baby Food,Offline,C,01-04-2015,284050071,08-05-2015,5583,255.28,159.42,1425228.24,890041.86,535186.38
22684,Europe,Spain,Vegetables,Online,L,01-04-2015,699867570,24-04-2015,5221,154.06,90.93,804347.26,474745.53,329601.73
33262,Europe,Spain,Baby Food,Offline,C,01-04-2015,284050071,08-05-2015,5583,255.28,159.42,1425228.24,890041.86,535186.38
35396,Europe,Spain,Vegetables,Online,L,01-04-2015,699867570,24-04-2015,5221,154.06,90.93,804347.26,474745.53,329601.73
1709,Europe,Sweden,Beverages,Online,C,01-04-2015,371424853,08-04-2015,1723,47.45,31.79,81756.35,54774.17,26982.18
9106,Europe,Sweden,Office Supplies,Online,M,01-04-2015,327737462,19-05-2015,3653,651.21,524.96,2378870.13,1917678.88,461191.25
21794,Europe,Sweden,Office Supplies,Online,M,01-04-2015,327737462,19-05-2015,3653,651.21,524.96,2378870.13,1917678.88,461191.25
28566,Europe,Sweden,Beverages,Online,C,01-04-2015,371424853,08-04-2015,1723,47.45,31.79,81756.35,54774.17,26982.18
34506,Europe,Sweden,Office Supplies,Online,M,01-04-2015,327737462,19-05-2015,3653,651.21,524.96,2378870.13,1917678.88,461191.25
5502,Europe,Switzerland,Baby Food,Offline,L,01-04-2015,899294745,03-05-2015,154,255.28,159.42,39313.12,24550.68,14762.44
11482,Europe,Switzerland,Beverages,Online,L,01-04-2015,986669528,03-04-2015,6294,47.45,31.79,298650.3,200086.26,98564.04
14138,Europe,Switzerland,Meat,Online,H,01-04-2015,942982137,14-05-2015,8224,421.89,364.69,3469623.36,2999210.56,470412.8
17851,Europe,Switzerland,Baby Food,Offline,L,01-04-2015,899294745,03-05-2015,154,255.28,159.42,39313.12,24550.68,14762.44
25227,Europe,Switzerland,Meat,Online,H,01-04-2015,942982137,14-05-2015,8224,421.89,364.69,3469623.36,2999210.56,470412.8
36882,Europe,Switzerland,Beverages,Online,L,01-04-2015,986669528,03-04-2015,6294,47.45,31.79,298650.3,200086.26,98564.04
2821,Europe,Ukraine,Meat,Online,C,01-04-2015,658226811,08-05-2015,2796,421.89,364.69,1179604.44,1019673.24,159931.2
11113,Europe,Ukraine,Cereal,Online,M,01-04-2015,614539420,28-04-2015,4726,205.7,117.11,972138.2,553461.86,418676.34
11912,Europe,Ukraine,Beverages,Online,M,01-04-2015,701914203,19-05-2015,866,47.45,31.79,41091.7,27530.14,13561.56
29678,Europe,Ukraine,Meat,Online,C,01-04-2015,658226811,08-05-2015,2796,421.89,364.69,1179604.44,1019673.24,159931.2
36513,Europe,Ukraine,Cereal,Online,M,01-04-2015,614539420,28-04-2015,4726,205.7,117.11,972138.2,553461.86,418676.34
37312,Europe,Ukraine,Beverages,Online,M,01-04-2015,701914203,19-05-2015,866,47.45,31.79,41091.7,27530.14,13561.56
1590,Europe,United Kingdom,Cereal,Online,C,01-04-2015,329784095,23-04-2015,9297,205.7,117.11,1912392.9,1088771.67,823621.23
12050,Europe,United Kingdom,Household,Offline,M,01-04-2015,286096704,12-04-2015,1227,668.27,502.54,819967.29,616616.58,203350.71
14434,Europe,United Kingdom,Meat,Online,M,01-04-2015,373471486,03-05-2015,7367,421.89,364.69,3108063.63,2686671.23,421392.4
23139,Europe,United Kingdom,Household,Offline,M,01-04-2015,286096704,12-04-2015,1227,668.27,502.54,819967.29,616616.58,203350.71
25523,Europe,United Kingdom,Meat,Online,M,01-04-2015,373471486,03-05-2015,7367,421.89,364.69,3108063.63,2686671.23,421392.4
28447,Europe,United Kingdom,Cereal,Online,C,01-04-2015,329784095,23-04-2015,9297,205.7,117.11,1912392.9,1088771.67,823621.23
37450,Europe,United Kingdom,Household,Offline,M,01-04-2015,286096704,12-04-2015,1227,668.27,502.54,819967.29,616616.58,203350.71
10756,Europe,Vatican City,Baby Food,Offline,C,01-04-2015,417158877,14-05-2015,5437,255.28,159.42,1387957.36,866766.54,521190.82
36156,Europe,Vatican City,Baby Food,Offline,C,01-04-2015,417158877,14-05-2015,5437,255.28,159.42,1387957.36,866766.54,521190.82
10063,Europe,Albania,Cosmetics,Online,M,02-04-2015,396220481,22-05-2015,9300,437.2,263.33,4065960.0,2448969.0,1616991.0
11577,Europe,Albania,Vegetables,Offline,M,02-04-2015,308845698,01-05-2015,3160,154.06,90.93,486829.6,287338.8,199490.8
12442,Europe,Albania,Clothes,Offline,C,02-04-2015,352533090,11-05-2015,1230,109.28,35.84,134414.4,44083.2,90331.2
22751,Europe,Albania,Cosmetics,Online,M,02-04-2015,396220481,22-05-2015,9300,437.2,263.33,4065960.0,2448969.0,1616991.0
23531,Europe,Albania,Clothes,Offline,C,02-04-2015,352533090,11-05-2015,1230,109.28,35.84,134414.4,44083.2,90331.2
35463,Europe,Albania,Cosmetics,Online,M,02-04-2015,396220481,22-05-2015,9300,437.2,263.33,4065960.0,2448969.0,1616991.0
36977,Europe,Albania,Vegetables,Offline,M,02-04-2015,308845698,01-05-2015,3160,154.06,90.93,486829.6,287338.8,199490.8
37842,Europe,Albania,Clothes,Offline,C,02-04-2015,352533090,11-05-2015,1230,109.28,35.84,134414.4,44083.2,90331.2
4570,Europe,Andorra,Vegetables,Offline,H,02-04-2015,924090373,25-04-2015,7732,154.06,90.93,1191191.92,703070.76,488121.16
9943,Europe,Andorra,Fruits,Online,H,02-04-2015,111465156,17-05-2015,3871,9.33,6.92,36116.43,26787.32,9329.11
14150,Europe,Andorra,Clothes,Online,L,02-04-2015,967777764,06-05-2015,5801,109.28,35.84,633933.28,207907.84,426025.44
16919,Europe,Andorra,Vegetables,Offline,H,02-04-2015,924090373,25-04-2015,7732,154.06,90.93,1191191.92,703070.76,488121.16
22631,Europe,Andorra,Fruits,Online,H,02-04-2015,111465156,17-05-2015,3871,9.33,6.92,36116.43,26787.32,9329.11
25239,Europe,Andorra,Clothes,Online,L,02-04-2015,967777764,06-05-2015,5801,109.28,35.84,633933.28,207907.84,426025.44
35343,Europe,Andorra,Fruits,Online,H,02-04-2015,111465156,17-05-2015,3871,9.33,6.92,36116.43,26787.32,9329.11
20165,Europe,Armenia,Vegetables,Offline,C,02-04-2015,639335048,20-04-2015,2303,154.06,90.93,354800.18,209411.79,145388.39
32877,Europe,Armenia,Vegetables,Offline,C,02-04-2015,639335048,20-04-2015,2303,154.06,90.93,354800.18,209411.79,145388.39
1434,Europe,Austria,Snacks,Online,M,02-04-2015,683022439,01-05-2015,373,152.58,97.44,56912.34,36345.12,20567.22
2567,Europe,Austria,Fruits,Online,C,02-04-2015,726709830,12-05-2015,8443,9.33,6.92,78773.19,58425.56,20347.63
28291,Europe,Austria,Snacks,Online,M,02-04-2015,683022439,01-05-2015,373,152.58,97.44,56912.34,36345.12,20567.22
29424,Europe,Austria,Fruits,Online,C,02-04-2015,726709830,12-05-2015,8443,9.33,6.92,78773.19,58425.56,20347.63
3262,Europe,Belarus,Beverages,Offline,H,02-04-2015,310892331,04-04-2015,8804,47.45,31.79,417749.8,279879.16,137870.64
11031,Europe,Belarus,Fruits,Online,L,02-04-2015,441954505,06-05-2015,3014,9.33,6.92,28120.62,20856.88,7263.74
13137,Europe,Belarus,Office Supplies,Online,L,02-04-2015,354579722,15-04-2015,6874,651.21,524.96,4476417.54,3608575.04,867842.5
13672,Europe,Belarus,Snacks,Online,H,02-04-2015,398267114,26-04-2015,4944,152.58,97.44,754355.52,481743.36,272612.16
15611,Europe,Belarus,Beverages,Offline,H,02-04-2015,310892331,04-04-2015,8804,47.45,31.79,417749.8,279879.16,137870.64
24226,Europe,Belarus,Office Supplies,Online,L,02-04-2015,354579722,15-04-2015,6874,651.21,524.96,4476417.54,3608575.04,867842.5
24761,Europe,Belarus,Snacks,Online,H,02-04-2015,398267114,26-04-2015,4944,152.58,97.44,754355.52,481743.36,272612.16
30119,Europe,Belarus,Beverages,Offline,H,02-04-2015,310892331,04-04-2015,8804,47.45,31.79,417749.8,279879.16,137870.64
36431,Europe,Belarus,Fruits,Online,L,02-04-2015,441954505,06-05-2015,3014,9.33,6.92,28120.62,20856.88,7263.74
6809,Europe,Belgium,Beverages,Offline,L,02-04-2015,926137006,20-05-2015,3376,47.45,31.79,160191.2,107323.04,52868.16
11587,Europe,Belgium,Snacks,Online,L,02-04-2015,113511788,20-04-2015,9516,152.58,97.44,1451951.28,927239.04,524712.24
12149,Europe,Belgium,Vegetables,Online,H,02-04-2015,157199180,01-05-2015,7585,154.06,90.93,1168545.1,689704.05,478841.05
13172,Europe,Belgium,Office Supplies,Online,H,02-04-2015,969824397,10-04-2015,1446,651.21,524.96,941649.66,759092.16,182557.5
19158,Europe,Belgium,Beverages,Offline,L,02-04-2015,926137006,20-05-2015,3376,47.45,31.79,160191.2,107323.04,52868.16
23238,Europe,Belgium,Vegetables,Online,H,02-04-2015,157199180,01-05-2015,7585,154.06,90.93,1168545.1,689704.05,478841.05
24261,Europe,Belgium,Office Supplies,Online,H,02-04-2015,969824397,10-04-2015,1446,651.21,524.96,941649.66,759092.16,182557.5
31870,Europe,Belgium,Beverages,Offline,L,02-04-2015,926137006,20-05-2015,3376,47.45,31.79,160191.2,107323.04,52868.16
36987,Europe,Belgium,Snacks,Online,L,02-04-2015,113511788,20-04-2015,9516,152.58,97.44,1451951.28,927239.04,524712.24
37549,Europe,Belgium,Vegetables,Online,H,02-04-2015,157199180,01-05-2015,7585,154.06,90.93,1168545.1,689704.05,478841.05
5686,Europe,Bosnia and Herzegovina,Baby Food,Online,M,02-04-2015,641381680,15-05-2015,7947,255.28,159.42,2028710.16,1266910.74,761799.42
18035,Europe,Bosnia and Herzegovina,Baby Food,Online,M,02-04-2015,641381680,15-05-2015,7947,255.28,159.42,2028710.16,1266910.74,761799.42
